Z[m],d[m],Q[mL/min],e[-],CA0[g/L],CB0[g/L],Vinject[uL],Hint[-],kint[1/s],Kint[1/s],ObsSigma[mV],magnification,t[s],I[mV],C[g/L]
,,,,,,,,,,,,247.9602,1.10E+01,0.00007678
,,,,,,,,,,,,248.46,1.63E+01,0.000113774
,,,,,,,,,,,,248.9598,2.23E+01,0.000155654
,,,,,,,,,,,,249.4602,2.93E+01,0.000204514
,,,,,,,,,,,,249.96,3.23E+01,0.000225454
,,,,,,,,,,,,250.4598,3.37E+01,0.000235226
,,,,,,,,,,,,250.9602,2.87E+01,0.000200326
,,,,,,,,,,,,251.46,1.53E+01,0.000106794
,,,,,,,,,,,,251.9598,1.33E+01,0.000092834
,,,,,,,,,,,,252.4602,2.60E+01,0.00018148
,,,,,,,,,,,,252.96,4.00E+01,0.0002792
,,,,,,,,,,,,253.4598,3.37E+01,0.000235226
,,,,,,,,,,,,253.9602,2.53E+01,0.000176594
,,,,,,,,,,,,254.46,2.07E+01,0.000144486
,,,,,,,,,,,,254.9598,2.47E+01,0.000172406
,,,,,,,,,,,,255.4602,2.07E+01,0.000144486
,,,,,,,,,,,,255.96,1.53E+01,0.000106794
,,,,,,,,,,,,256.4598,2.47E+01,0.000172406
,,,,,,,,,,,,256.9602,2.83E+01,0.000197534
,,,,,,,,,,,,257.46,2.60E+01,0.00018148
,,,,,,,,,,,,257.9598,29.66666667,0.000207073
,,,,,,,,,,,,258.4602,33.66666667,0.000234993
,,,,,,,,,,,,258.96,33.66666667,0.000234993
,,,,,,,,,,,,259.4598,32.33333333,0.000225687
,,,,,,,,,,,,259.9602,40.66666667,0.000283853
,,,,,,,,,,,,260.46,34,0.00023732
,,,,,,,,,,,,260.9598,19,0.00013262
,,,,,,,,,,,,261.4602,23,0.00016054
,,,,,,,,,,,,261.96,32.33333333,0.000225687
,,,,,,,,,,,,262.4598,34,0.00023732
,,,,,,,,,,,,262.9602,43.33333333,0.000302467
,,,,,,,,,,,,263.46,39,0.00027222
,,,,,,,,,,,,263.9598,34,0.00023732
,,,,,,,,,,,,264.4602,22,0.00015356
,,,,,,,,,,,,264.96,19.66666667,0.000137273
,,,,,,,,,,,,265.4598,16,0.00011168
,,,,,,,,,,,,265.9602,10.33333333,7.21267E-05
,,,,,,,,,,,,266.46,19.66666667,0.000137273
,,,,,,,,,,,,266.9598,21,0.00014658
,,,,,,,,,,,,267.4602,23.66666667,0.000165193
,,,,,,,,,,,,267.96,31.66666667,0.000221033
,,,,,,,,,,,,268.4598,33.66666667,0.000234993
,,,,,,,,,,,,268.9602,35.33333333,0.000246627
,,,,,,,,,,,,269.46,26,0.00018148
,,,,,,,,,,,,269.9598,22.33333333,0.000155887
,,,,,,,,,,,,270.4602,31,0.00021638
,,,,,,,,,,,,270.96,28.33333333,0.000197767
,,,,,,,,,,,,271.4598,24.66666667,0.000172173
,,,,,,,,,,,,271.9602,30.66666667,0.000214053
,,,,,,,,,,,,272.46,34,0.00023732
,,,,,,,,,,,,272.9598,30,0.0002094
,,,,,,,,,,,,273.4602,32.66666667,0.000228013
,,,,,,,,,,,,273.96,28.33333333,0.000197767
,,,,,,,,,,,,274.4598,30.66666667,0.000214053
,,,,,,,,,,,,274.9602,25,0.0001745
,,,,,,,,,,,,275.46,19.66666667,0.000137273
,,,,,,,,,,,,275.9598,14.66666667,0.000102373
,,,,,,,,,,,,276.4602,17.66666667,0.000123313
,,,,,,,,,,,,276.96,19,0.00013262
,,,,,,,,,,,,277.4598,27,0.00018846
,,,,,,,,,,,,277.9602,36,0.00025128
,,,,,,,,,,,,278.46,37.66666667,0.000262913
,,,,,,,,,,,,278.9598,31.33333333,0.000218707
,,,,,,,,,,,,279.4602,25.33333333,0.000176827
,,,,,,,,,,,,279.96,28.66666667,0.000200093
,,,,,,,,,,,,280.4598,25.66666667,0.000179153
,,,,,,,,,,,,280.9602,27.33333333,0.000190787
,,,,,,,,,,,,281.46,36.66666667,0.000255933
,,,,,,,,,,,,281.9598,30.66666667,0.000214053
,,,,,,,,,,,,282.4602,20.66666667,0.000144253
,,,,,,,,,,,,282.96,23.66666667,0.000165193
,,,,,,,,,,,,283.4598,20.66666667,0.000144253
,,,,,,,,,,,,283.9602,32.33333333,0.000225687
,,,,,,,,,,,,284.46,32,0.00022336
,,,,,,,,,,,,284.9598,27.33333333,0.000190787
,,,,,,,,,,,,285.4602,22,0.00015356
,,,,,,,,,,,,285.96,28.33333333,0.000197767
,,,,,,,,,,,,286.4598,35.66666667,0.000248953
,,,,,,,,,,,,286.9602,41,0.00028618
,,,,,,,,,,,,287.46,41.66666667,0.000290833
,,,,,,,,,,,,287.9598,20.33333333,0.000141927
,,,,,,,,,,,,288.4602,18.33333333,0.000127967
,,,,,,,,,,,,288.96,1.20E+01,0.00008376
,,,,,,,,,,,,289.4598,1.67E+01,0.000116566
,,,,,,,,,,,,289.9602,2.40E+01,0.00016752
,,,,,,,,,,,,290.46,2.03E+01,0.000141694
,,,,,,,,,,,,290.9598,1.67E+01,0.000116566
,,,,,,,,,,,,291.4602,2.20E+01,0.00015356
,,,,,,,,,,,,291.96,32,0.00022336
,,,,,,,,,,,,292.4598,2.03E+01,0.000141694
,,,,,,,,,,,,292.9602,1.53E+01,0.000106794
,,,,,,,,,,,,293.46,2.10E+01,0.00014658
,,,,,,,,,,,,293.9598,2.33E+01,0.000162634
,,,,,,,,,,,,294.4602,1.33E+01,0.000092834
,,,,,,,,,,,,294.96,4.33E+00,3.02234E-05
,,,,,,,,,,,,295.4598,7.33E+00,5.11634E-05
,,,,,,,,,,,,295.9602,1.27E+01,0.000088646
,,,,,,,,,,,,296.46,1.00E+01,0.0000698
,,,,,,,,,,,,296.9598,8.00E+00,0.00005584
,,,,,,,,,,,,297.4602,8.67E+00,6.05166E-05
,,,,,,,,,,,,297.96,1.10E+01,0.00007678
,,,,,,,,,,,,298.4598,1.90E+01,0.00013262
,,,,,,,,,,,,298.9602,3.00E+01,0.0002094
,,,,,,,,,,,,299.46,2.47E+01,0.000172406
,,,,,,,,,,,,299.9598,2.07E+01,0.000144486
,,,,,,,,,,,,300.4602,2.50E+01,0.0001745
,,,,,,,,,,,,300.96,2.23E+01,0.000155654
,,,,,,,,,,,,301.4598,2.67E+01,0.000186366
,,,,,,,,,,,,301.9602,2.73E+01,0.000190554
,,,,,,,,,,,,302.46,2.40E+01,0.00016752
,,,,,,,,,,,,302.9598,1.63E+01,0.000113774
,,,,,,,,,,,,303.4602,1.60E+01,0.00011168
,,,,,,,,,,,,303.96,1.33E+01,0.000092834
,,,,,,,,,,,,304.4598,1.80E+01,0.00012564
,,,,,,,,,,,,304.9602,2.07E+01,0.000144486
,,,,,,,,,,,,305.46,2.33E+01,0.000162634
,,,,,,,,,,,,305.9598,2.37E+01,0.000165426
,,,,,,,,,,,,306.4602,2.90E+01,0.00020242
,,,,,,,,,,,,306.96,2.67E+01,0.000186366
,,,,,,,,,,,,307.4598,2.77E+01,0.000193346
,,,,,,,,,,,,307.9602,2.77E+01,0.000193346
,,,,,,,,,,,,308.46,3.33E+01,0.000232434
,,,,,,,,,,,,308.9598,3.13E+01,0.000218474
,,,,,,,,,,,,309.4602,2.87E+01,0.000200326
,,,,,,,,,,,,309.96,2.40E+01,0.00016752
,,,,,,,,,,,,310.4598,1.07E+01,0.000074686
,,,,,,,,,,,,310.9602,2.67E+00,1.86366E-05
,,,,,,,,,,,,311.46,1.53E+01,0.000106794
,,,,,,,,,,,,311.9598,2.83E+01,0.000197534
,,,,,,,,,,,,312.4602,3.80E+01,0.00026524
,,,,,,,,,,,,312.96,2.87E+01,0.000200326
,,,,,,,,,,,,313.4598,3.27E+01,0.000228246
,,,,,,,,,,,,313.9602,2.87E+01,0.000200326
,,,,,,,,,,,,314.46,1.80E+01,0.00012564
,,,,,,,,,,,,314.9598,2.17E+01,0.000151466
,,,,,,,,,,,,315.4602,2.37E+01,0.000165426
,,,,,,,,,,,,315.96,2.30E+01,0.00016054
,,,,,,,,,,,,316.4598,2.47E+01,0.000172406
,,,,,,,,,,,,316.9602,2.83E+01,0.000197534
,,,,,,,,,,,,317.46,3.63E+01,0.000253374
,,,,,,,,,,,,317.9598,3.60E+01,0.00025128
,,,,,,,,,,,,318.4602,3.43E+01,0.000239414
,,,,,,,,,,,,318.96,2.37E+01,0.000165426
,,,,,,,,,,,,319.4598,2.60E+01,0.00018148
,,,,,,,,,,,,319.9602,2.70E+01,0.00018846
,,,,,,,,,,,,320.46,2.33E+01,0.000162634
,,,,,,,,,,,,320.9598,3.13E+01,0.000218474
,,,,,,,,,,,,321.4602,3.43E+01,0.000239414
,,,,,,,,,,,,321.96,2.93E+01,0.000204514
,,,,,,,,,,,,322.4598,3.67E+01,0.000256166
,,,,,,,,,,,,322.9602,3.87E+01,0.000270126
,,,,,,,,,,,,323.46,3.87E+01,0.000270126
,,,,,,,,,,,,323.9598,3.67E+01,0.000256166
,,,,,,,,,,,,324.4602,3.03E+01,0.000211494
,,,,,,,,,,,,324.96,2.97E+01,0.000207306
,,,,,,,,,,,,325.4598,2.70E+01,0.00018846
,,,,,,,,,,,,325.9602,2.80E+01,0.00019544
,,,,,,,,,,,,326.46,2.97E+01,0.000207306
,,,,,,,,,,,,326.9598,3.67E+01,0.000256166
,,,,,,,,,,,,327.4602,4.23E+01,0.000295254
,,,,,,,,,,,,327.96,3.60E+01,0.00025128
,,,,,,,,,,,,328.4598,2.70E+01,0.00018846
,,,,,,,,,,,,328.9602,2.07E+01,0.000144486
,,,,,,,,,,,,329.46,2.57E+01,0.000179386
,,,,,,,,,,,,329.9598,3.10E+01,0.00021638
,,,,,,,,,,,,330.4602,3.30E+01,0.00023034
,,,,,,,,,,,,330.96,3.60E+01,0.00025128
,,,,,,,,,,,,331.4598,3.47E+01,0.000242206
,,,,,,,,,,,,331.9602,2.53E+01,0.000176594
,,,,,,,,,,,,332.46,2.13E+01,0.000148674
,,,,,,,,,,,,332.9598,2.80E+01,0.00019544
,,,,,,,,,,,,333.4602,2.93E+01,0.000204514
,,,,,,,,,,,,333.96,2.67E+01,0.000186366
,,,,,,,,,,,,334.4598,3.70E+01,0.00025826
,,,,,,,,,,,,334.9602,3.97E+01,0.000277106
,,,,,,,,,,,,335.46,4.00E+01,0.0002792
,,,,,,,,,,,,335.9598,4.67E+01,0.000325966
,,,,,,,,,,,,336.4602,4.80E+01,0.00033504
,,,,,,,,,,,,336.96,3.23E+01,0.000225454
,,,,,,,,,,,,337.4598,3.07E+01,0.000214286
,,,,,,,,,,,,337.9602,2.93E+01,0.000204514
,,,,,,,,,,,,338.46,2.90E+01,0.00020242
,,,,,,,,,,,,338.9598,3.57E+01,0.000249186
,,,,,,,,,,,,339.4602,3.97E+01,0.000277106
,,,,,,,,,,,,339.96,3.90E+01,0.00027222
,,,,,,,,,,,,340.4598,4.17E+01,0.000291066
,,,,,,,,,,,,340.9602,3.23E+01,0.000225454
,,,,,,,,,,,,341.46,2.40E+01,0.00016752
,,,,,,,,,,,,341.9598,1.93E+01,0.000134714
,,,,,,,,,,,,342.4602,2.13E+01,0.000148674
,,,,,,,,,,,,342.96,2.30E+01,0.00016054
,,,,,,,,,,,,343.4598,1.90E+01,0.00013262
,,,,,,,,,,,,343.9602,1.73E+01,0.000120754
,,,,,,,,,,,,344.46,1.57E+01,0.000109586
,,,,,,,,,,,,344.9598,3.13E+01,0.000218474
,,,,,,,,,,,,345.4602,3.97E+01,0.000277106
,,,,,,,,,,,,345.96,2.97E+01,0.000207306
,,,,,,,,,,,,346.4598,2.90E+01,0.00020242
,,,,,,,,,,,,346.9602,3.63E+01,0.000253374
,,,,,,,,,,,,347.46,4.03E+01,0.000281294
,,,,,,,,,,,,347.9598,2.97E+01,0.000207306
,,,,,,,,,,,,348.4602,2.87E+01,0.000200326
,,,,,,,,,,,,348.96,2.47E+01,0.000172406
,,,,,,,,,,,,349.4598,2.03E+01,0.000141694
,,,,,,,,,,,,349.9602,2.27E+01,0.000158446
,,,,,,,,,,,,350.46,3.07E+01,0.000214286
,,,,,,,,,,,,350.9598,2.00E+01,0.0001396
,,,,,,,,,,,,351.4602,2.70E+01,0.00018846
,,,,,,,,,,,,351.96,3.50E+01,0.0002443
,,,,,,,,,,,,352.4598,3.90E+01,0.00027222
,,,,,,,,,,,,352.9602,4.10E+01,0.00028618
,,,,,,,,,,,,353.46,3.83E+01,0.000267334
,,,,,,,,,,,,353.9598,3.20E+01,0.00022336
,,,,,,,,,,,,354.4602,2.83E+01,0.000197534
,,,,,,,,,,,,354.96,2.27E+01,0.000158446
,,,,,,,,,,,,355.4598,2.30E+01,0.00016054
,,,,,,,,,,,,355.9602,3.50E+01,0.0002443
,,,,,,,,,,,,356.46,3.13E+01,0.000218474
,,,,,,,,,,,,356.9598,2.60E+01,0.00018148
,,,,,,,,,,,,357.4602,2.50E+01,0.0001745
,,,,,,,,,,,,357.96,2.53E+01,0.000176594
,,,,,,,,,,,,358.4598,2.90E+01,0.00020242
,,,,,,,,,,,,358.9602,3.03E+01,0.000211494
,,,,,,,,,,,,359.46,3.17E+01,0.000221266
,,,,,,,,,,,,359.9598,2.97E+01,0.000207306
,,,,,,,,,,,,360.4602,4.00E+01,0.0002792
,,,,,,,,,,,,360.96,4.43E+01,0.000309214
,,,,,,,,,,,,361.4598,5.63E+01,0.000392974
,,,,,,,,,,,,361.9602,5.00E+01,0.000349
,,,,,,,,,,,,362.46,4.93E+01,0.000344114
,,,,,,,,,,,,362.9598,4.60E+01,0.00032108
,,,,,,,,,,,,363.4602,3.27E+01,0.000228246
,,,,,,,,,,,,363.96,28.66666667,0.000200093
,,,,,,,,,,,,364.4598,2.90E+01,0.00020242
,,,,,,,,,,,,364.9602,34.33333333,0.000239647
,,,,,,,,,,,,365.46,44.33333333,0.000309447
,,,,,,,,,,,,365.9598,4.70E+01,0.00032806
,,,,,,,,,,,,366.4602,4.43E+01,0.000309214
,,,,,,,,,,,,366.96,4.23E+01,0.000295254
,,,,,,,,,,,,367.4598,28,0.00019544
,,,,,,,,,,,,367.9602,30,0.0002094
,,,,,,,,,,,,368.46,44,0.00030712
,,,,,,,,,,,,368.9598,50.66666667,0.000353653
,,,,,,,,,,,,369.4602,50,0.000349
,,,,,,,,,,,,369.96,48.33333333,0.000337367
,,,,,,,,,,,,370.4598,44,0.00030712
,,,,,,,,,,,,370.9602,43.66666667,0.000304793
,,,,,,,,,,,,371.46,46,0.00032108
,,,,,,,,,,,,371.9598,40.66666667,0.000283853
,,,,,,,,,,,,372.4602,43.33333333,0.000302467
,,,,,,,,,,,,372.96,50.33333333,0.000351327
,,,,,,,,,,,,373.4598,49,0.00034202
,,,,,,,,,,,,373.9602,45.33333333,0.000316427
,,,,,,,,,,,,374.46,33.66666667,0.000234993
,,,,,,,,,,,,374.9598,40.33333333,0.000281527
,,,,,,,,,,,,375.4602,40.66666667,0.000283853
,,,,,,,,,,,,375.96,40.66666667,0.000283853
,,,,,,,,,,,,376.4598,43.66666667,0.000304793
,,,,,,,,,,,,376.9602,40.33333333,0.000281527
,,,,,,,,,,,,377.46,31.33333333,0.000218707
,,,,,,,,,,,,377.9598,31.33333333,0.000218707
,,,,,,,,,,,,378.4602,36,0.00025128
,,,,,,,,,,,,378.96,39.33333333,0.000274547
,,,,,,,,,,,,379.4598,43,0.00030014
,,,,,,,,,,,,379.9602,41,0.00028618
,,,,,,,,,,,,380.46,47.33333333,0.000330387
,,,,,,,,,,,,380.9598,49,0.00034202
,,,,,,,,,,,,381.4602,51.66666667,0.000360633
,,,,,,,,,,,,381.96,57.33333333,0.000400187
,,,,,,,,,,,,382.4598,49.33333333,0.000344347
,,,,,,,,,,,,382.9602,52.33333333,0.000365287
,,,,,,,,,,,,383.46,45.33333333,0.000316427
,,,,,,,,,,,,383.9598,43,0.00030014
,,,,,,,,,,,,384.4602,44.66666667,0.000311773
,,,,,,,,,,,,384.96,53.33333333,0.000372267
,,,,,,,,,,,,385.4598,47.66666667,0.000332713
,,,,,,,,,,,,385.9602,42.66666667,0.000297813
,,,,,,,,,,,,386.46,43,0.00030014
,,,,,,,,,,,,386.9598,42.33333333,0.000295487
,,,,,,,,,,,,387.4602,36,0.00025128
,,,,,,,,,,,,387.96,33,0.00023034
,,,,,,,,,,,,388.4598,29.33333333,0.000204747
,,,,,,,,,,,,388.9602,33,0.00023034
,,,,,,,,,,,,389.46,27,0.00018846
,,,,,,,,,,,,389.9598,26.66666667,0.000186133
,,,,,,,,,,,,390.4602,32,0.00022336
,,,,,,,,,,,,390.96,36.66666667,0.000255933
,,,,,,,,,,,,391.4598,39.33333333,0.000274547
,,,,,,,,,,,,391.9602,39.66666667,0.000276873
,,,,,,,,,,,,392.46,34.66666667,0.000241973
,,,,,,,,,,,,392.9598,31.66666667,0.000221033
,,,,,,,,,,,,393.4602,31.66666667,0.000221033
,,,,,,,,,,,,393.96,31.33333333,0.000218707
,,,,,,,,,,,,394.4598,35.33333333,0.000246627
,,,,,,,,,,,,394.9602,23,0.00016054
,,,,,,,,,,,,395.46,20.33333333,0.000141927
,,,,,,,,,,,,395.9598,26.66666667,0.000186133
,,,,,,,,,,,,396.4602,42,0.00029316
,,,,,,,,,,,,396.96,40.66666667,0.000283853
,,,,,,,,,,,,397.4598,35.66666667,0.000248953
,,,,,,,,,,,,397.9602,24,0.00016752
,,,,,,,,,,,,398.46,20.66666667,0.000144253
,,,,,,,,,,,,398.9598,19.33333333,0.000134947
,,,,,,,,,,,,399.4602,16.33333333,0.000114007
,,,,,,,,,,,,399.96,18.33333333,0.000127967
,,,,,,,,,,,,400.4598,18.33333333,0.000127967
,,,,,,,,,,,,400.9602,23.33333333,0.000162867
,,,,,,,,,,,,401.46,19.33333333,0.000134947
,,,,,,,,,,,,401.9598,25.66666667,0.000179153
,,,,,,,,,,,,402.4602,32.33333333,0.000225687
,,,,,,,,,,,,402.96,26,0.00018148
,,,,,,,,,,,,403.4598,18.33333333,0.000127967
,,,,,,,,,,,,403.9602,9.666666667,6.74733E-05
,,,,,,,,,,,,404.46,13,0.00009074
,,,,,,,,,,,,404.9598,22.33333333,0.000155887
,,,,,,,,,,,,405.4602,21,0.00014658
,,,,,,,,,,,,405.96,17.33333333,0.000120987
,,,,,,,,,,,,406.4598,7,0.00004886
,,,,,,,,,,,,406.9602,8.333333333,5.81667E-05
,,,,,,,,,,,,407.46,14.33333333,0.000100047
,,,,,,,,,,,,407.9598,13.33333333,9.30667E-05
,,,,,,,,,,,,408.4602,12.33333333,8.60867E-05
,,,,,,,,,,,,408.96,19.66666667,0.000137273
,,,,,,,,,,,,409.4598,32.33333333,0.000225687
,,,,,,,,,,,,409.9602,35.33333333,0.000246627
,,,,,,,,,,,,410.46,32.33333333,0.000225687
,,,,,,,,,,,,410.9598,26.66666667,0.000186133
,,,,,,,,,,,,411.4602,25.33333333,0.000176827
,,,,,,,,,,,,411.96,26,0.00018148
,,,,,,,,,,,,412.4598,23,0.00016054
,,,,,,,,,,,,412.9602,26,0.00018148
,,,,,,,,,,,,413.46,37.66666667,0.000262913
,,,,,,,,,,,,413.9598,43.66666667,0.000304793
,,,,,,,,,,,,414.4602,40.33333333,0.000281527
,,,,,,,,,,,,414.96,35.66666667,0.000248953
,,,,,,,,,,,,415.4598,25.33333333,0.000176827
,,,,,,,,,,,,415.9602,15.33333333,0.000107027
,,,,,,,,,,,,416.46,18.66666667,0.000130293
,,,,,,,,,,,,416.9598,20.33333333,0.000141927
,,,,,,,,,,,,417.4602,16.66666667,0.000116333
,,,,,,,,,,,,417.96,11.33333333,7.91067E-05
,,,,,,,,,,,,418.4598,14,0.00009772
,,,,,,,,,,,,418.9602,25.33333333,0.000176827
,,,,,,,,,,,,419.46,32.33333333,0.000225687
,,,,,,,,,,,,419.9598,30.66666667,0.000214053
,,,,,,,,,,,,420.4602,24,0.00016752
,,,,,,,,,,,,420.96,20,0.0001396
,,,,,,,,,,,,421.4598,26,0.00018148
,,,,,,,,,,,,421.9602,30.66666667,0.000214053
,,,,,,,,,,,,422.46,30.66666667,0.000214053
,,,,,,,,,,,,422.9598,20.33333333,0.000141927
,,,,,,,,,,,,423.4602,20.66666667,0.000144253
,,,,,,,,,,,,423.96,24.33333333,0.000169847
,,,,,,,,,,,,424.4598,27.33333333,0.000190787
,,,,,,,,,,,,424.9602,34.33333333,0.000239647
,,,,,,,,,,,,425.46,34,0.00023732
,,,,,,,,,,,,425.9598,30,0.0002094
,,,,,,,,,,,,426.4602,36.66666667,0.000255933
,,,,,,,,,,,,426.96,44.66666667,0.000311773
,,,,,,,,,,,,427.4598,45.66666667,0.000318753
,,,,,,,,,,,,427.9602,36.33333333,0.000253607
,,,,,,,,,,,,428.46,37.66666667,0.000262913
,,,,,,,,,,,,428.9598,46,0.00032108
,,,,,,,,,,,,429.4602,32,0.00022336
,,,,,,,,,,,,429.96,19,0.00013262
,,,,,,,,,,,,430.4598,30.33333333,0.000211727
,,,,,,,,,,,,430.9602,37.33333333,0.000260587
,,,,,,,,,,,,431.46,28,0.00019544
,,,,,,,,,,,,431.9598,26,0.00018148
,,,,,,,,,,,,432.4602,31.33333333,0.000218707
,,,,,,,,,,,,432.96,38.33333333,0.000267567
,,,,,,,,,,,,433.4598,34.66666667,0.000241973
,,,,,,,,,,,,433.9602,27.33333333,0.000190787
,,,,,,,,,,,,434.46,29,0.00020242
,,,,,,,,,,,,434.9598,29.66666667,0.000207073
,,,,,,,,,,,,435.4602,34.66666667,0.000241973
,,,,,,,,,,,,435.96,43.33333333,0.000302467
,,,,,,,,,,,,436.4598,47,0.00032806
,,,,,,,,,,,,436.9602,47,0.00032806
,,,,,,,,,,,,437.46,50.33333333,0.000351327
,,,,,,,,,,,,437.9598,43.33333333,0.000302467
,,,,,,,,,,,,438.4602,50,0.000349
,,,,,,,,,,,,438.96,55,0.0003839
,,,,,,,,,,,,439.4598,45.33333333,0.000316427
,,,,,,,,,,,,439.9602,43.66666667,0.000304793
,,,,,,,,,,,,440.46,52,0.00036296
,,,,,,,,,,,,440.9598,59.66666667,0.000416473
,,,,,,,,,,,,441.4602,47,0.00032806
,,,,,,,,,,,,441.96,42.33333333,0.000295487
,,,,,,,,,,,,442.4598,51,0.00035598
,,,,,,,,,,,,442.9602,56.66666667,0.000395533
,,,,,,,,,,,,443.46,52,0.00036296
,,,,,,,,,,,,443.9598,44.33333333,0.000309447
,,,,,,,,,,,,444.4602,40,0.0002792
,,,,,,,,,,,,444.96,32.33333333,0.000225687
,,,,,,,,,,,,445.4598,34,0.00023732
,,,,,,,,,,,,445.9602,47,0.00032806
,,,,,,,,,,,,446.46,59.66666667,0.000416473
,,,,,,,,,,,,446.9598,75,0.0005235
,,,,,,,,,,,,447.4602,79.66666667,0.000556073
,,,,,,,,,,,,447.96,71.66666667,0.000500233
,,,,,,,,,,,,448.4598,62.33333333,0.000435087
,,,,,,,,,,,,448.9602,60.66666667,0.000423453
,,,,,,,,,,,,449.46,62.33333333,0.000435087
,,,,,,,,,,,,449.9598,59.66666667,0.000416473
,,,,,,,,,,,,450.4602,53,0.00036994
,,,,,,,,,,,,450.96,55,0.0003839
,,,,,,,,,,,,451.4598,64,0.00044672
,,,,,,,,,,,,451.9602,67,0.00046766
,,,,,,,,,,,,452.46,67.33333333,0.000469987
,,,,,,,,,,,,452.9598,79,0.00055142
,,,,,,,,,,,,453.4602,85,0.0005933
,,,,,,,,,,,,453.96,79.66666667,0.000556073
,,,,,,,,,,,,454.4598,66,0.00046068
,,,,,,,,,,,,454.9602,59.33333333,0.000414147
,,,,,,,,,,,,455.46,61.33333333,0.000428107
,,,,,,,,,,,,455.9598,75.33333333,0.000525827
,,,,,,,,,,,,456.4602,81,0.00056538
,,,,,,,,,,,,456.96,82,0.00057236
,,,,,,,,,,,,457.4598,84.66666667,0.000590973
,,,,,,,,,,,,457.9602,83.33333333,0.000581667
,,,,,,,,,,,,458.46,95.33333333,0.000665427
,,,,,,,,,,,,458.9598,101.3333333,0.000707307
,,,,,,,,,,,,459.4602,93,0.00064914
,,,,,,,,,,,,459.96,86.66666667,0.000604933
,,,,,,,,,,,,460.4598,92.33333333,0.000644487
,,,,,,,,,,,,460.9602,97,0.00067706
,,,,,,,,,,,,461.46,107.6666667,0.000751513
,,,,,,,,,,,,461.9598,110,0.0007678
,,,,,,,,,,,,462.4602,112.3333333,0.000784087
,,,,,,,,,,,,462.96,102.6666667,0.000716613
,,,,,,,,,,,,463.4598,105.3333333,0.000735227
,,,,,,,,,,,,463.9602,111,0.00077478
,,,,,,,,,,,,464.46,121,0.00084458
,,,,,,,,,,,,464.9598,130,0.0009074
,,,,,,,,,,,,465.4602,132.3333333,0.000923687
,,,,,,,,,,,,465.96,141,0.00098418
,,,,,,,,,,,,466.4598,127,0.00088646
,,,,,,,,,,,,466.9602,126.3333333,0.000881807
,,,,,,,,,,,,467.46,129.3333333,0.000902747
,,,,,,,,,,,,467.9598,145.3333333,0.001014427
,,,,,,,,,,,,468.4602,160.3333333,0.001119127
,,,,,,,,,,,,468.96,159,0.00110982
,,,,,,,,,,,,469.4598,166.3333333,0.001161007
,,,,,,,,,,,,469.9602,170.3333333,0.001188927
,,,,,,,,,,,,470.46,173,0.00120754
,,,,,,,,,,,,470.9598,172,0.00120056
,,,,,,,,,,,,471.4602,174,0.00121452
,,,,,,,,,,,,471.96,185.6666667,0.001295953
,,,,,,,,,,,,472.4598,207.3333333,0.001447187
,,,,,,,,,,,,472.9602,216.3333333,0.001510007
,,,,,,,,,,,,473.46,219.6666667,0.001533273
,,,,,,,,,,,,473.9598,208.6666667,0.001456493
,,,,,,,,,,,,474.4602,207.6666667,0.001449513
,,,,,,,,,,,,474.96,224,0.00156352
,,,,,,,,,,,,475.4598,237.3333333,0.001656587
,,,,,,,,,,,,475.9602,247.6666667,0.001728713
,,,,,,,,,,,,476.46,248.3333333,0.001733367
,,,,,,,,,,,,476.9598,264.6666667,0.001847373
,,,,,,,,,,,,477.4602,274,0.00191252
,,,,,,,,,,,,477.96,284,0.00198232
,,,,,,,,,,,,478.4598,309,0.00215682
,,,,,,,,,,,,478.9602,323,0.00225454
,,,,,,,,,,,,479.46,323.3333333,0.002256867
,,,,,,,,,,,,479.9598,342.6666667,0.002391813
,,,,,,,,,,,,480.4602,358,0.00249884
,,,,,,,,,,,,480.96,367.6666667,0.002566313
,,,,,,,,,,,,481.4598,384.3333333,0.002682647
,,,,,,,,,,,,481.9602,404.6666667,0.002824573
,,,,,,,,,,,,482.46,420,0.0029316
,,,,,,,,,,,,482.9598,439.6666667,0.003068873
,,,,,,,,,,,,483.4602,455.6666667,0.003180553
,,,,,,,,,,,,483.96,467.6666667,0.003264313
,,,,,,,,,,,,484.4598,484,0.00337832
,,,,,,,,,,,,484.9602,507,0.00353886
,,,,,,,,,,,,485.46,532.3333333,0.003715687
,,,,,,,,,,,,485.9598,547,0.00381806
,,,,,,,,,,,,486.4602,564,0.00393672
,,,,,,,,,,,,486.96,591.3333333,0.004127507
,,,,,,,,,,,,487.4598,617,0.00430666
,,,,,,,,,,,,487.9602,630.3333333,0.004399727
,,,,,,,,,,,,488.46,646.3333333,0.004511407
,,,,,,,,,,,,488.9598,669.6666667,0.004674273
,,,,,,,,,,,,489.4602,701,0.00489298
,,,,,,,,,,,,489.96,725,0.0050605
,,,,,,,,,,,,490.4598,750.3333333,0.005237327
,,,,,,,,,,,,490.9602,775.6666667,0.005414153
,,,,,,,,,,,,491.46,797,0.00556306
,,,,,,,,,,,,491.9598,821,0.00573058
,,,,,,,,,,,,492.4602,856.3333333,0.005977207
,,,,,,,,,,,,492.96,893.6666667,0.006237793
,,,,,,,,,,,,493.4598,933.6666667,0.006516993
,,,,,,,,,,,,493.9602,968.6666667,0.006761293
