Z[m],d[m],Q[mL/min],e[-],CA0[g/L],CB0[g/L],Vinject[uL],Hint[-],kint[1/s],Kint[1/s],ObsSigma[mV],magnification,t[s],I[mV],C[g/L]
,,,,,,,,,,,,234.4602,0.00E+00,0
,,,,,,,,,,,,234.96,0.00E+00,0
,,,,,,,,,,,,235.4598,0.00E+00,0
,,,,,,,,,,,,235.9602,0.00E+00,0
,,,,,,,,,,,,236.46,0.00E+00,0
,,,,,,,,,,,,236.9598,0.00E+00,0
,,,,,,,,,,,,237.4602,0.00E+00,0
,,,,,,,,,,,,237.96,0.00E+00,0
,,,,,,,,,,,,238.4598,6.00E+00,0.00004266
,,,,,,,,,,,,238.9602,6.67E+00,4.74237E-05
,,,,,,,,,,,,239.46,4.00E+00,0.00002844
,,,,,,,,,,,,239.9598,3.00E+00,0.00002133
,,,,,,,,,,,,240.4602,0.00E+00,0
,,,,,,,,,,,,240.96,0.00E+00,0
,,,,,,,,,,,,241.4598,0.00E+00,0
,,,,,,,,,,,,241.9602,5.67E+00,4.03137E-05
,,,,,,,,,,,,242.46,1.30E+01,0.00009243
,,,,,,,,,,,,242.9598,8.33E+00,5.92263E-05
,,,,,,,,,,,,243.4602,3.33E+00,2.36763E-05
,,,,,,,,,,,,243.96,3.67E+00,2.60937E-05
,,,,,,,,,,,,244.4598,4.33E+00,3.07863E-05
,,,,,,,,,,,,244.9602,2.33E+00,1.65663E-05
,,,,,,,,,,,,245.46,1.33E+00,9.4563E-06
,,,,,,,,,,,,245.9598,3.33E-01,2.36763E-06
,,,,,,,,,,,,246.4602,6.67E-01,4.74237E-06
,,,,,,,,,,,,246.96,4.00E+00,0.00002844
,,,,,,,,,,,,247.4598,3.33E+00,2.36763E-05
,,,,,,,,,,,,247.9602,9.00E+00,0.00006399
,,,,,,,,,,,,248.46,8.00E+00,0.00005688
,,,,,,,,,,,,248.9598,2.00E+00,0.00001422
,,,,,,,,,,,,249.4602,1.33E+00,9.4563E-06
,,,,,,,,,,,,249.96,4.67E+00,3.32037E-05
,,,,,,,,,,,,250.4598,1.13E+01,0.000080343
,,,,,,,,,,,,250.9602,7.67E+00,5.45337E-05
,,,,,,,,,,,,251.46,9.33E+00,6.63363E-05
,,,,,,,,,,,,251.9598,1.80E+01,0.00012798
,,,,,,,,,,,,252.4602,1.10E+01,0.00007821
,,,,,,,,,,,,252.96,9.00E+00,0.00006399
,,,,,,,,,,,,253.4598,5.33E+00,3.78963E-05
,,,,,,,,,,,,253.9602,9.00E+00,0.00006399
,,,,,,,,,,,,254.46,1.33E+01,0.000094563
,,,,,,,,,,,,254.9598,6.33E+00,4.50063E-05
,,,,,,,,,,,,255.4602,3.00E+00,0.00002133
,,,,,,,,,,,,255.96,6.33E+00,4.50063E-05
,,,,,,,,,,,,256.4598,8.00E+00,0.00005688
,,,,,,,,,,,,256.9602,2.33E+00,1.65663E-05
,,,,,,,,,,,,257.46,0.00E+00,0
,,,,,,,,,,,,257.9598,1.33E+00,9.4563E-06
,,,,,,,,,,,,258.4602,4.33E+00,3.07863E-05
,,,,,,,,,,,,258.96,8.33E+00,5.92263E-05
,,,,,,,,,,,,259.4598,2.33E+00,1.65663E-05
,,,,,,,,,,,,259.9602,0.00E+00,0
,,,,,,,,,,,,260.46,0.00E+00,0
,,,,,,,,,,,,260.9598,6.00E+00,0.00004266
,,,,,,,,,,,,261.4602,7.33E+00,5.21163E-05
,,,,,,,,,,,,261.96,8.33E+00,5.92263E-05
,,,,,,,,,,,,262.4598,6.67E+00,4.74237E-05
,,,,,,,,,,,,262.9602,1.67E+00,1.18737E-05
,,,,,,,,,,,,263.46,0.00E+00,0
,,,,,,,,,,,,263.9598,1.00E+00,0.00000711
,,,,,,,,,,,,264.4602,5.00E+00,0.00003555
,,,,,,,,,,,,264.96,3.67E+00,2.60937E-05
,,,,,,,,,,,,265.4598,2.67E+00,1.89837E-05
,,,,,,,,,,,,265.9602,6.00E+00,0.00004266
,,,,,,,,,,,,266.46,9.00E+00,0.00006399
,,,,,,,,,,,,266.9598,8.00E+00,0.00005688
,,,,,,,,,,,,267.4602,1.00E+00,0.00000711
,,,,,,,,,,,,267.96,0.00E+00,0
,,,,,,,,,,,,268.4598,0.00E+00,0
,,,,,,,,,,,,268.9602,0.00E+00,0
,,,,,,,,,,,,269.46,0.00E+00,0
,,,,,,,,,,,,269.9598,2.67E+00,1.89837E-05
,,,,,,,,,,,,270.4602,0.00E+00,0
,,,,,,,,,,,,270.96,0.00E+00,0
,,,,,,,,,,,,271.4598,1.33E+00,9.4563E-06
,,,,,,,,,,,,271.9602,0.00E+00,0
,,,,,,,,,,,,272.46,0.00E+00,0
,,,,,,,,,,,,272.9598,0.00E+00,0
,,,,,,,,,,,,273.4602,0.00E+00,0
,,,,,,,,,,,,273.96,0.00E+00,0
,,,,,,,,,,,,274.4598,0.00E+00,0
,,,,,,,,,,,,274.9602,4.33E+00,3.07863E-05
,,,,,,,,,,,,275.46,6.67E+00,4.74237E-05
,,,,,,,,,,,,275.9598,6.67E+00,4.74237E-05
,,,,,,,,,,,,276.4602,9.00E+00,0.00006399
,,,,,,,,,,,,276.96,1.10E+01,0.00007821
,,,,,,,,,,,,277.4598,8.00E+00,0.00005688
,,,,,,,,,,,,277.9602,8.33E+00,5.92263E-05
,,,,,,,,,,,,278.46,6.67E-01,4.74237E-06
,,,,,,,,,,,,278.9598,0.00E+00,0
,,,,,,,,,,,,279.4602,3.67E+00,2.60937E-05
,,,,,,,,,,,,279.96,5.67E+00,4.03137E-05
,,,,,,,,,,,,280.4598,6.00E+00,0.00004266
,,,,,,,,,,,,280.9602,6.00E+00,0.00004266
,,,,,,,,,,,,281.46,4.67E+00,3.32037E-05
,,,,,,,,,,,,281.9598,3.33E-01,2.36763E-06
,,,,,,,,,,,,282.4602,0.00E+00,0
,,,,,,,,,,,,282.96,0.00E+00,0
,,,,,,,,,,,,283.4598,2.00E+00,0.00001422
,,,,,,,,,,,,283.9602,6.67E-01,4.74237E-06
,,,,,,,,,,,,284.46,0.00E+00,0
,,,,,,,,,,,,284.9598,0.00E+00,0
,,,,,,,,,,,,285.4602,1.67E+00,1.18737E-05
,,,,,,,,,,,,285.96,5.67E+00,4.03137E-05
,,,,,,,,,,,,286.4598,1.03E+01,0.000073233
,,,,,,,,,,,,286.9602,1.00E+01,0.0000711
,,,,,,,,,,,,287.46,4.33E+00,3.07863E-05
,,,,,,,,,,,,287.9598,6.67E-01,4.74237E-06
,,,,,,,,,,,,288.4602,0.00E+00,0
,,,,,,,,,,,,288.96,0.00E+00,0
,,,,,,,,,,,,289.4598,3.33E+00,2.36763E-05
,,,,,,,,,,,,289.9602,3.33E-01,2.36763E-06
,,,,,,,,,,,,290.46,1.33E+00,9.4563E-06
,,,,,,,,,,,,290.9598,5.00E+00,0.00003555
,,,,,,,,,,,,291.4602,5.67E+00,4.03137E-05
,,,,,,,,,,,,291.96,4.67E+00,3.32037E-05
,,,,,,,,,,,,292.4598,6.67E+00,4.74237E-05
,,,,,,,,,,,,292.9602,3.67E+00,2.60937E-05
,,,,,,,,,,,,293.46,0.00E+00,0
,,,,,,,,,,,,293.9598,4.67E+00,3.32037E-05
,,,,,,,,,,,,294.4602,6.67E+00,4.74237E-05
,,,,,,,,,,,,294.96,7.67E+00,5.45337E-05
,,,,,,,,,,,,295.4598,7.67E+00,5.45337E-05
,,,,,,,,,,,,295.9602,9.33E+00,6.63363E-05
,,,,,,,,,,,,296.46,1.67E+00,1.18737E-05
,,,,,,,,,,,,296.9598,0.00E+00,0
,,,,,,,,,,,,297.4602,0.00E+00,0
,,,,,,,,,,,,297.96,0.00E+00,0
,,,,,,,,,,,,298.4598,0.00E+00,0
,,,,,,,,,,,,298.9602,0.00E+00,0
,,,,,,,,,,,,299.46,0.00E+00,0
,,,,,,,,,,,,299.9598,0.00E+00,0
,,,,,,,,,,,,300.4602,0.00E+00,0
,,,,,,,,,,,,300.96,0.00E+00,0
,,,,,,,,,,,,301.4598,0.00E+00,0
,,,,,,,,,,,,301.9602,0.00E+00,0
,,,,,,,,,,,,302.46,0.00E+00,0
,,,,,,,,,,,,302.9598,0.00E+00,0
,,,,,,,,,,,,303.4602,0.00E+00,0
,,,,,,,,,,,,303.96,0.00E+00,0
,,,,,,,,,,,,304.4598,0.00E+00,0
,,,,,,,,,,,,304.9602,6.67E-01,4.74237E-06
,,,,,,,,,,,,305.46,1.67E+00,1.18737E-05
,,,,,,,,,,,,305.9598,0.00E+00,0
,,,,,,,,,,,,306.4602,0.00E+00,0
,,,,,,,,,,,,306.96,0.00E+00,0
,,,,,,,,,,,,307.4598,0.00E+00,0
,,,,,,,,,,,,307.9602,3.67E+00,2.60937E-05
,,,,,,,,,,,,308.46,7.00E+00,0.00004977
,,,,,,,,,,,,308.9598,7.67E+00,5.45337E-05
,,,,,,,,,,,,309.4602,1.33E+00,9.4563E-06
,,,,,,,,,,,,309.96,0.00E+00,0
,,,,,,,,,,,,310.4598,0.00E+00,0
,,,,,,,,,,,,310.9602,0.00E+00,0
,,,,,,,,,,,,311.46,0.00E+00,0
,,,,,,,,,,,,311.9598,0.00E+00,0
,,,,,,,,,,,,312.4602,0.00E+00,0
,,,,,,,,,,,,312.96,0.00E+00,0
,,,,,,,,,,,,313.4598,0.00E+00,0
,,,,,,,,,,,,313.9602,0.00E+00,0
,,,,,,,,,,,,314.46,0.00E+00,0
,,,,,,,,,,,,314.9598,0.00E+00,0
,,,,,,,,,,,,315.4602,0.00E+00,0
,,,,,,,,,,,,315.96,1.67E+00,1.18737E-05
,,,,,,,,,,,,316.4598,6.67E+00,4.74237E-05
,,,,,,,,,,,,316.9602,9.33E+00,6.63363E-05
,,,,,,,,,,,,317.46,8.67E+00,6.16437E-05
,,,,,,,,,,,,317.9598,7.33E+00,5.21163E-05
,,,,,,,,,,,,318.4602,3.00E+00,0.00002133
,,,,,,,,,,,,318.96,8.67E+00,6.16437E-05
,,,,,,,,,,,,319.4598,1.23E+01,0.000087453
,,,,,,,,,,,,319.9602,1.03E+01,0.000073233
,,,,,,,,,,,,320.46,3.67E+00,2.60937E-05
,,,,,,,,,,,,320.9598,4.33E+00,3.07863E-05
,,,,,,,,,,,,321.4602,3.33E+00,2.36763E-05
,,,,,,,,,,,,321.96,5.33E+00,3.78963E-05
,,,,,,,,,,,,322.4598,8.33E+00,5.92263E-05
,,,,,,,,,,,,322.9602,8.33E+00,5.92263E-05
,,,,,,,,,,,,323.46,0.00E+00,0
,,,,,,,,,,,,323.9598,3.33E-01,2.36763E-06
,,,,,,,,,,,,324.4602,0.00E+00,0
,,,,,,,,,,,,324.96,6.67E-01,4.74237E-06
,,,,,,,,,,,,325.4598,0.00E+00,0
,,,,,,,,,,,,325.9602,2.00E+00,0.00001422
,,,,,,,,,,,,326.46,2.33E+00,1.65663E-05
,,,,,,,,,,,,326.9598,2.00E+00,0.00001422
,,,,,,,,,,,,327.4602,2.00E+00,0.00001422
,,,,,,,,,,,,327.96,2.00E+00,0.00001422
,,,,,,,,,,,,328.4598,2.00E+00,0.00001422
,,,,,,,,,,,,328.9602,0.00E+00,0
,,,,,,,,,,,,329.46,0.00E+00,0
,,,,,,,,,,,,329.9598,0.00E+00,0
,,,,,,,,,,,,330.4602,0.00E+00,0
,,,,,,,,,,,,330.96,1.33E+00,9.4563E-06
,,,,,,,,,,,,331.4598,0.00E+00,0
,,,,,,,,,,,,331.9602,0.00E+00,0
,,,,,,,,,,,,332.46,0.00E+00,0
,,,,,,,,,,,,332.9598,2.33E+00,1.65663E-05
,,,,,,,,,,,,333.4602,0.00E+00,0
,,,,,,,,,,,,333.96,0.00E+00,0
,,,,,,,,,,,,334.4598,0.00E+00,0
,,,,,,,,,,,,334.9602,0.00E+00,0
,,,,,,,,,,,,335.46,0.00E+00,0
,,,,,,,,,,,,335.9598,0.00E+00,0
,,,,,,,,,,,,336.4602,0.00E+00,0
,,,,,,,,,,,,336.96,0.00E+00,0
,,,,,,,,,,,,337.4598,0.00E+00,0
,,,,,,,,,,,,337.9602,0.00E+00,0
,,,,,,,,,,,,338.46,0.00E+00,0
,,,,,,,,,,,,338.9598,2.00E+00,0.00001422
,,,,,,,,,,,,339.4602,6.67E-01,4.74237E-06
,,,,,,,,,,,,339.96,0.00E+00,0
,,,,,,,,,,,,340.4598,0.00E+00,0
,,,,,,,,,,,,340.9602,0.00E+00,0
,,,,,,,,,,,,341.46,0.00E+00,0
,,,,,,,,,,,,341.9598,0.00E+00,0
,,,,,,,,,,,,342.4602,0.00E+00,0
,,,,,,,,,,,,342.96,0.00E+00,0
,,,,,,,,,,,,343.4598,0.00E+00,0
,,,,,,,,,,,,343.9602,0.00E+00,0
,,,,,,,,,,,,344.46,0.00E+00,0
,,,,,,,,,,,,344.9598,0.00E+00,0
,,,,,,,,,,,,345.4602,0.00E+00,0
,,,,,,,,,,,,345.96,6.67E-01,4.74237E-06
,,,,,,,,,,,,346.4598,0.00E+00,0
,,,,,,,,,,,,346.9602,2.00E+00,0.00001422
,,,,,,,,,,,,347.46,3.33E+00,2.36763E-05
,,,,,,,,,,,,347.9598,2.33E+00,1.65663E-05
,,,,,,,,,,,,348.4602,0.00E+00,0
,,,,,,,,,,,,348.96,0.00E+00,0
,,,,,,,,,,,,349.4598,0.00E+00,0
,,,,,,,,,,,,349.9602,0.00E+00,0
,,,,,,,,,,,,350.46,3.33E-01,2.36763E-06
,,,,,,,,,,,,350.9598,0.00E+00,0
,,,,,,,,,,,,351.4602,0.00E+00,0
,,,,,,,,,,,,351.96,2.00E+00,0.00001422
,,,,,,,,,,,,352.4598,2.67E+00,1.89837E-05
,,,,,,,,,,,,352.9602,3.33E-01,2.36763E-06
,,,,,,,,,,,,353.46,0.00E+00,0
,,,,,,,,,,,,353.9598,0.00E+00,0
,,,,,,,,,,,,354.4602,0.00E+00,0
,,,,,,,,,,,,354.96,0.00E+00,0
,,,,,,,,,,,,355.4598,0.00E+00,0
,,,,,,,,,,,,355.9602,0.00E+00,0
,,,,,,,,,,,,356.46,0.00E+00,0
,,,,,,,,,,,,356.9598,0.00E+00,0
,,,,,,,,,,,,357.4602,0.00E+00,0
,,,,,,,,,,,,357.96,6.67E-01,4.74237E-06
,,,,,,,,,,,,358.4598,0.00E+00,0
,,,,,,,,,,,,358.9602,2.67E+00,1.89837E-05
,,,,,,,,,,,,359.46,1.67E+00,1.18737E-05
,,,,,,,,,,,,359.9598,0.00E+00,0
,,,,,,,,,,,,360.4602,3.00E+00,0.00002133
,,,,,,,,,,,,360.96,5.00E+00,0.00003555
,,,,,,,,,,,,361.4598,1.67E+00,1.18737E-05
,,,,,,,,,,,,361.9602,2.33E+00,1.65663E-05
,,,,,,,,,,,,362.46,0.00E+00,0
,,,,,,,,,,,,362.9598,6.67E-01,4.74237E-06
,,,,,,,,,,,,363.4602,0.00E+00,0
,,,,,,,,,,,,363.96,0.00E+00,0
,,,,,,,,,,,,364.4598,0.00E+00,0
,,,,,,,,,,,,364.9602,0.00E+00,0
,,,,,,,,,,,,365.46,0.00E+00,0
,,,,,,,,,,,,365.9598,0.00E+00,0
,,,,,,,,,,,,366.4602,0.00E+00,0
,,,,,,,,,,,,366.96,0.00E+00,0
,,,,,,,,,,,,367.4598,0.00E+00,0
,,,,,,,,,,,,367.9602,1.33E+00,9.4563E-06
,,,,,,,,,,,,368.46,6.67E-01,4.74237E-06
,,,,,,,,,,,,368.9598,2.67E+00,1.89837E-05
,,,,,,,,,,,,369.4602,1.33E+00,9.4563E-06
,,,,,,,,,,,,369.96,0.00E+00,0
,,,,,,,,,,,,370.4598,0.00E+00,0
,,,,,,,,,,,,370.9602,0.00E+00,0
,,,,,,,,,,,,371.46,0.00E+00,0
,,,,,,,,,,,,371.9598,0.00E+00,0
,,,,,,,,,,,,372.4602,0.00E+00,0
,,,,,,,,,,,,372.96,3.67E+00,2.60937E-05
,,,,,,,,,,,,373.4598,1.67E+00,1.18737E-05
,,,,,,,,,,,,373.9602,0.00E+00,0
,,,,,,,,,,,,374.46,0.00E+00,0
,,,,,,,,,,,,374.9598,0.00E+00,0
,,,,,,,,,,,,375.4602,0.00E+00,0
,,,,,,,,,,,,375.96,0.00E+00,0
,,,,,,,,,,,,376.4598,2.67E+00,1.89837E-05
,,,,,,,,,,,,376.9602,5.67E+00,4.03137E-05
,,,,,,,,,,,,377.46,0.00E+00,0
,,,,,,,,,,,,377.9598,3.33E-01,2.36763E-06
,,,,,,,,,,,,378.4602,2.33E+00,1.65663E-05
,,,,,,,,,,,,378.96,0.00E+00,0
,,,,,,,,,,,,379.4598,0.00E+00,0
,,,,,,,,,,,,379.9602,0.00E+00,0
,,,,,,,,,,,,380.46,0.00E+00,0
,,,,,,,,,,,,380.9598,0.00E+00,0
,,,,,,,,,,,,381.4602,0.00E+00,0
,,,,,,,,,,,,381.96,0.00E+00,0
,,,,,,,,,,,,382.4598,6.67E-01,4.74237E-06
,,,,,,,,,,,,382.9602,0.00E+00,0
,,,,,,,,,,,,383.46,0.00E+00,0
,,,,,,,,,,,,383.9598,0.00E+00,0
,,,,,,,,,,,,384.4602,3.33E+00,2.36763E-05
,,,,,,,,,,,,384.96,6.67E+00,4.74237E-05
,,,,,,,,,,,,385.4598,7.33E+00,5.21163E-05
,,,,,,,,,,,,385.9602,2.67E+00,1.89837E-05
,,,,,,,,,,,,386.46,0.00E+00,0
,,,,,,,,,,,,386.9598,0.00E+00,0
,,,,,,,,,,,,387.4602,0.00E+00,0
,,,,,,,,,,,,387.96,0,0
,,,,,,,,,,,,388.4598,0,0
,,,,,,,,,,,,388.9602,0,0
,,,,,,,,,,,,389.46,0,0
,,,,,,,,,,,,389.9598,0,0
,,,,,,,,,,,,390.4602,0.00E+00,0
,,,,,,,,,,,,390.96,0.00E+00,0
,,,,,,,,,,,,391.4598,0.00E+00,0
,,,,,,,,,,,,391.9602,0.00E+00,0
,,,,,,,,,,,,392.46,0.00E+00,0
,,,,,,,,,,,,392.9598,0.00E+00,0
,,,,,,,,,,,,393.4602,0,0
,,,,,,,,,,,,393.96,0,0
,,,,,,,,,,,,394.4598,0.00E+00,0
,,,,,,,,,,,,394.9602,1.00E+00,0.00000711
,,,,,,,,,,,,395.46,0,0
,,,,,,,,,,,,395.9598,0,0
,,,,,,,,,,,,396.4602,0,0
,,,,,,,,,,,,396.96,0,0
,,,,,,,,,,,,397.4598,0,0
,,,,,,,,,,,,397.9602,0,0
,,,,,,,,,,,,398.46,0,0
,,,,,,,,,,,,398.9598,0,0
,,,,,,,,,,,,399.4602,0,0
,,,,,,,,,,,,399.96,0,0
,,,,,,,,,,,,400.4598,0,0
,,,,,,,,,,,,400.9602,0,0
,,,,,,,,,,,,401.46,0,0
,,,,,,,,,,,,401.9598,0,0
,,,,,,,,,,,,402.4602,0,0
,,,,,,,,,,,,402.96,3.66667,2.607E-05
,,,,,,,,,,,,403.4598,2.33333,1.659E-05
,,,,,,,,,,,,403.9602,2,0.00001422
,,,,,,,,,,,,404.46,0,0
,,,,,,,,,,,,404.9598,0,0
,,,,,,,,,,,,405.4602,0,0
,,,,,,,,,,,,405.96,0,0
,,,,,,,,,,,,406.4598,0,0
,,,,,,,,,,,,406.9602,2.33333,1.659E-05
,,,,,,,,,,,,407.46,0,0
,,,,,,,,,,,,407.9598,0,0
,,,,,,,,,,,,408.4602,0,0
,,,,,,,,,,,,408.96,0,0
,,,,,,,,,,,,409.4598,0,0
,,,,,,,,,,,,409.9602,0,0
,,,,,,,,,,,,410.46,0.66667,4.74002E-06
,,,,,,,,,,,,410.9598,3,0.00002133
,,,,,,,,,,,,411.4602,0,0
,,,,,,,,,,,,411.96,0,0
,,,,,,,,,,,,412.4598,0,0
,,,,,,,,,,,,412.9602,0,0
,,,,,,,,,,,,413.46,0,0
,,,,,,,,,,,,413.9598,0,0
,,,,,,,,,,,,414.4602,0,0
,,,,,,,,,,,,414.96,0,0
,,,,,,,,,,,,415.4598,0,0
,,,,,,,,,,,,415.9602,0,0
,,,,,,,,,,,,416.46,0,0
,,,,,,,,,,,,416.9598,0,0
,,,,,,,,,,,,417.4602,0,0
,,,,,,,,,,,,417.96,0,0
,,,,,,,,,,,,418.4598,0,0
,,,,,,,,,,,,418.9602,0,0
,,,,,,,,,,,,419.46,0,0
,,,,,,,,,,,,419.9598,0,0
,,,,,,,,,,,,420.4602,0,0
,,,,,,,,,,,,420.96,0,0
,,,,,,,,,,,,421.4598,0,0
,,,,,,,,,,,,421.9602,0,0
,,,,,,,,,,,,422.46,0,0
,,,,,,,,,,,,422.9598,0,0
,,,,,,,,,,,,423.4602,0,0
,,,,,,,,,,,,423.96,0,0
,,,,,,,,,,,,424.4598,0,0
,,,,,,,,,,,,424.9602,0,0
,,,,,,,,,,,,425.46,0,0
,,,,,,,,,,,,425.9598,0,0
,,,,,,,,,,,,426.4602,0,0
,,,,,,,,,,,,426.96,0,0
,,,,,,,,,,,,427.4598,0,0
,,,,,,,,,,,,427.9602,0,0
,,,,,,,,,,,,428.46,0,0
,,,,,,,,,,,,428.9598,0.66667,4.74002E-06
,,,,,,,,,,,,429.4602,9,0.00006399
,,,,,,,,,,,,429.96,3,0.00002133
,,,,,,,,,,,,430.4598,0,0
,,,,,,,,,,,,430.9602,2,0.00001422
,,,,,,,,,,,,431.46,0,0
,,,,,,,,,,,,431.9598,0,0
,,,,,,,,,,,,432.4602,0,0
,,,,,,,,,,,,432.96,0.66667,4.74002E-06
,,,,,,,,,,,,433.4598,0,0
,,,,,,,,,,,,433.9602,0,0
,,,,,,,,,,,,434.46,0,0
,,,,,,,,,,,,434.9598,0,0
,,,,,,,,,,,,435.4602,0,0
,,,,,,,,,,,,435.96,0,0
,,,,,,,,,,,,436.4598,0,0
,,,,,,,,,,,,436.9602,0,0
,,,,,,,,,,,,437.46,0.33333,2.36998E-06
,,,,,,,,,,,,437.9598,2,0.00001422
,,,,,,,,,,,,438.4602,0,0
,,,,,,,,,,,,438.96,0,0
,,,,,,,,,,,,439.4598,0,0
,,,,,,,,,,,,439.9602,0,0
,,,,,,,,,,,,440.46,0,0
,,,,,,,,,,,,440.9598,0,0
,,,,,,,,,,,,441.4602,0,0
,,,,,,,,,,,,441.96,0,0
,,,,,,,,,,,,442.4598,0,0
,,,,,,,,,,,,442.9602,0,0
,,,,,,,,,,,,443.46,0,0
,,,,,,,,,,,,443.9598,0,0
,,,,,,,,,,,,444.4602,0,0
,,,,,,,,,,,,444.96,3.66667,2.607E-05
,,,,,,,,,,,,445.4598,8.33333,5.925E-05
,,,,,,,,,,,,445.9602,0,0
,,,,,,,,,,,,446.46,0,0
,,,,,,,,,,,,446.9598,0,0
,,,,,,,,,,,,447.4602,0,0
,,,,,,,,,,,,447.96,2.66667,1.896E-05
,,,,,,,,,,,,448.4598,0,0
,,,,,,,,,,,,448.9602,0,0
,,,,,,,,,,,,449.46,0,0
,,,,,,,,,,,,449.9598,0,0
,,,,,,,,,,,,450.4602,0,0
,,,,,,,,,,,,450.96,0,0
,,,,,,,,,,,,451.4598,0,0
,,,,,,,,,,,,451.9602,0,0
,,,,,,,,,,,,452.46,0,0
,,,,,,,,,,,,452.9598,0,0
,,,,,,,,,,,,453.4602,0,0
,,,,,,,,,,,,453.96,0,0
,,,,,,,,,,,,454.4598,0,0
,,,,,,,,,,,,454.9602,0,0
,,,,,,,,,,,,455.46,0,0
,,,,,,,,,,,,455.9598,0,0
,,,,,,,,,,,,456.4602,0,0
,,,,,,,,,,,,456.96,0,0
,,,,,,,,,,,,457.4598,0,0
,,,,,,,,,,,,457.9602,0,0
,,,,,,,,,,,,458.46,0,0
,,,,,,,,,,,,458.9598,0,0
,,,,,,,,,,,,459.4602,0,0
,,,,,,,,,,,,459.96,0,0
,,,,,,,,,,,,460.4598,0,0
,,,,,,,,,,,,460.9602,0,0
,,,,,,,,,,,,461.46,0,0
,,,,,,,,,,,,461.9598,0,0
,,,,,,,,,,,,462.4602,0,0
,,,,,,,,,,,,462.96,0,0
,,,,,,,,,,,,463.4598,0,0
,,,,,,,,,,,,463.9602,0,0
,,,,,,,,,,,,464.46,0,0
,,,,,,,,,,,,464.9598,0,0
,,,,,,,,,,,,465.4602,0,0
,,,,,,,,,,,,465.96,0,0
,,,,,,,,,,,,466.4598,0,0
,,,,,,,,,,,,466.9602,0,0
,,,,,,,,,,,,467.46,0,0
,,,,,,,,,,,,467.9598,0,0
,,,,,,,,,,,,468.4602,0,0
,,,,,,,,,,,,468.96,0,0
,,,,,,,,,,,,469.4598,0,0
,,,,,,,,,,,,469.9602,0,0
,,,,,,,,,,,,470.46,0,0
,,,,,,,,,,,,470.9598,0,0
,,,,,,,,,,,,471.4602,0,0
,,,,,,,,,,,,471.96,0,0
,,,,,,,,,,,,472.4598,0,0
,,,,,,,,,,,,472.9602,0,0
,,,,,,,,,,,,473.46,0,0
,,,,,,,,,,,,473.9598,0,0
,,,,,,,,,,,,474.4602,0,0
,,,,,,,,,,,,474.96,0,0
,,,,,,,,,,,,475.4598,0,0
,,,,,,,,,,,,475.9602,0,0
,,,,,,,,,,,,476.46,0,0
,,,,,,,,,,,,476.9598,0,0
,,,,,,,,,,,,477.4602,0,0
,,,,,,,,,,,,477.96,0,0
,,,,,,,,,,,,478.4598,0,0
,,,,,,,,,,,,478.9602,0,0
,,,,,,,,,,,,479.46,0,0
,,,,,,,,,,,,479.9598,0,0
,,,,,,,,,,,,480.4602,3,0.00002133
,,,,,,,,,,,,480.96,8.33333,5.925E-05
,,,,,,,,,,,,481.4598,4,0.00002844
,,,,,,,,,,,,481.9602,0.33333,2.36998E-06
,,,,,,,,,,,,482.46,1,0.00000711
,,,,,,,,,,,,482.9598,0,0
,,,,,,,,,,,,483.4602,0,0
,,,,,,,,,,,,483.96,0,0
,,,,,,,,,,,,484.4598,0,0
,,,,,,,,,,,,484.9602,0,0
,,,,,,,,,,,,485.46,0,0
,,,,,,,,,,,,485.9598,0,0
,,,,,,,,,,,,486.4602,0,0
,,,,,,,,,,,,486.96,0,0
,,,,,,,,,,,,487.4598,0,0
,,,,,,,,,,,,487.9602,0,0
,,,,,,,,,,,,488.46,0,0
,,,,,,,,,,,,488.9598,0,0
,,,,,,,,,,,,489.4602,3.66667,2.607E-05
,,,,,,,,,,,,489.96,1.33333,9.47998E-06
,,,,,,,,,,,,490.4598,1,0.00000711
,,,,,,,,,,,,490.9602,3,0.00002133
,,,,,,,,,,,,491.46,1.33333,9.47998E-06
,,,,,,,,,,,,491.9598,4,0.00002844
,,,,,,,,,,,,492.4602,3,0.00002133
,,,,,,,,,,,,492.96,0.33333,2.36998E-06
,,,,,,,,,,,,493.4598,3.33333,2.37E-05
,,,,,,,,,,,,493.9602,8,0.00005688
,,,,,,,,,,,,494.46,6.33333,4.503E-05
,,,,,,,,,,,,494.9598,0,0
,,,,,,,,,,,,495.4602,1.66667,1.185E-05
,,,,,,,,,,,,495.96,5.33333,3.792E-05
,,,,,,,,,,,,496.4598,1.33333,9.47998E-06
,,,,,,,,,,,,496.9602,1,0.00000711
,,,,,,,,,,,,497.46,4.33333,3.081E-05
,,,,,,,,,,,,497.9598,6.33333,4.503E-05
,,,,,,,,,,,,498.4602,4,0.00002844
,,,,,,,,,,,,498.96,1.33333,9.47998E-06
,,,,,,,,,,,,499.4598,4.66667,3.318E-05
,,,,,,,,,,,,499.9602,8.33333,5.925E-05
,,,,,,,,,,,,500.46,6.66667,4.74E-05
,,,,,,,,,,,,500.9598,6.66667,4.74E-05
,,,,,,,,,,,,501.4602,10.66667,7.584E-05
,,,,,,,,,,,,501.96,15,0.00010665
,,,,,,,,,,,,502.4598,17.33333,0.00012324
,,,,,,,,,,,,502.9602,19.66667,0.00013983
,,,,,,,,,,,,503.46,22.33333,0.00015879
